rating,url,text,time_created,user,id
5,https://www.yelp.com/biz/gourmet-burger-santa-ana-2?adjust_creative=CPzvemcAebfZE2YVOS3Q_g&hrid=CO0iELJaG5wa_jNR3gl7kA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=CPzvemcAebfZE2YVOS3Q_g,Got the same thing but during covid! My sweet husband drove an hour to get my favorite combo from gourmet - straw onion burger with jalepneo and zucchini...,2020-05-06 23:32:21,"{u'image_url': u'https://s3-media2.fl.yelpcdn.com/photo/HhmJ8bgwHuSPR6l-XRRKLQ/o.jpg', u'id': u'Ek6URZoeqx-4fBnrREF2jg', u'profile_url': u'https://www.yelp.com/user_details?userid=Ek6URZoeqx-4fBnrREF2jg', u'name': u'Sarah R.'}",CO0iELJaG5wa_jNR3gl7kA
5,https://www.yelp.com/biz/gourmet-burger-santa-ana-2?adjust_creative=CPzvemcAebfZE2YVOS3Q_g&hrid=qNWlguQz5M7jPpgQTkhYLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=CPzvemcAebfZE2YVOS3Q_g,"Since quarantine I started ordering from different places, and this by far has been my favorite, specially their fries I love it!!! The patties are so...",2020-05-31 04:10:10,"{u'image_url': u'https://s3-media2.fl.yelpcdn.com/photo/LlyTGoyyiiTA0BONbdPXmw/o.jpg', u'id': u'3CFdKfJJhMAsHjD_zKCsZw', u'profile_url': u'https://www.yelp.com/user_details?userid=3CFdKfJJhMAsHjD_zKCsZw', u'name': u'Jose C.'}",qNWlguQz5M7jPpgQTkhYLg
5,https://www.yelp.com/biz/gourmet-burger-santa-ana-2?adjust_creative=CPzvemcAebfZE2YVOS3Q_g&hrid=xcBlakquLOz-YrS2ROXWCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=CPzvemcAebfZE2YVOS3Q_g,"I recently discovered Gourmet Burger and have now visited a few times. On each visit the food has been great, and the service incredibly fast and friendly....",2020-04-02 17:18:22,"{u'image_url': u'https://s3-media2.fl.yelpcdn.com/photo/ew0oav0C0GhpG9aoFvZ5Lg/o.jpg', u'id': u'ScIkaBZklernRiUSfJA_Hw', u'profile_url': u'https://www.yelp.com/user_details?userid=ScIkaBZklernRiUSfJA_Hw', u'name': u'Rami H.'}",xcBlakquLOz-YrS2ROXWCg
